part_num,name,part_cat_id,part_material
600,Door 1 x 6 x 6 Freestyle,16,Plastic
25375,Tassel with 1 x 1 Round Stud,27,Plastic
10127,Hand Hulk - Left,60,Plastic
53988,Torso/Head Mechanical [Exo-Force Robot],13,Plastic
15705,Hair Spiked and Tousled,65,Plastic
6148,"Plant, Palm Leaf Small",76,Plastic
2448,Panel 3 x 2 x 5 2/3,23,Plastic
53793,"Sensor, Touch, NXT",45,Plastic
53787,"Motor, NXT",45,Plastic
18590,Gearwheel 8 Tooth with Pin Holes and Flywheel Recess (Ninjago) [Short Shaft],26,Plastic
99930,Hair Smooth Combed Sideways,65,Plastic
25892,Equipment Boomerang,27,Plastic
96480,Equipment Hairbrush with Heart on Reverse [Hair Accessory],27,Plastic
24232,"Creature Body Part, Dragon Head Upper Jaw Snout with Fangs and 2 Studs",75,Plastic
11289,Windscreen 4 x 4 x 4 2/3 with Handle,47,Plastic
10183,Minifig Neckwear Wings Fairy,71,Plastic
30535,Engine 2 x 4 x 4,5,Plastic
90754,Brick Magnet 2 x 4 with Round Plate 2 x 2,39,Plastic
2375,Hinge Bar 12L with 3 Fingers and Open End Stud,18,Plastic
10154,"Bigfig Arm, Left [Plain]",60,Plastic
59232,Weapon Mace / Flail Spiked,73,Plastic
30284,Minifig Footwear Snowshoe [Long Front End],27,Plastic
27934,"Large Figure Weapon, Sword 1 x 13 with 1x2 Plate, Angled Side Extensions, Textured Panel Inset with Hexagons",41,Plastic
55805,"Cable, Connector, 35cm for NXT",45,Plastic
98136,"Animal, Snake with Straight Tail",28,Plastic
4248,Duplo Door / Window with Porthole,4,Plastic
24144,Weapon Gun / Blaster with Hollow Studs on Sides and Inside Axle Holder,73,Plastic
26021,"Vehicle Base, Roller Coaster Car 4 x 5",36,Plastic
92584,Wedge Plate 10 x 10 Cut Corner [No Centre Studs],49,Plastic
4499,Weapon Bow and Arrow [Large],73,Plastic
6265,Arm Skeleton,60,Plastic
15428,Minifig Neckwear Hood Folded Down,71,Rubber
95228,Equipment Bottle,27,Plastic
11100,"Animal / Creature Body Part, Wing Feathered",75,Plastic
2418a,Windscreen 6 x 6 Octagonal Canopy without Axle hole,47,Plastic
54779c02,Boat 12 x 51 x 6 with Dark Bluish Grey Top [Complete Assembly],35,Plastic
973c01h28,"Torso, Yellow Arms, Blue Hands [Plain]",60,Plastic
2598,Windscreen 10 x 10 x 4 Octagonal Canopy,47,Plastic
4843,"Fabuland, Ferris Wheel Seat Holder",42,Plastic
61183,"Hair Swept Back, Tousled",65,Plastic
3645,Baseplate 24 x 40,1,Plastic
11302,"Large Figure Weapon Accessory, Flame / Lightning Bolt with Axle Hole",69,Plastic
64951,Barrel Half Large with Axle Hole,7,Plastic
11303,Hat / Cap Short Curved Bill with Seams and Hole on Top,65,Plastic
2572,Panel 6 x 6 x 9 Curved Top,23,Plastic
2214,Duplo Fence / Rail 1 x 6 with 5 Rails,4,Plastic
33175,"Belville / Scala, Equipment Award Ribbon",42,Plastic
973c01h01,"Torso, Yellow Arms and Hands [Plain]",60,Plastic
30332,Propeller 3 Blade 9 Diameter,35,Plastic
15367,"Large Figure Foot, with Ball Socket 5 x 6 x 2",41,Plastic
973g28c06h18pr7034,"Torso, Dual Molded Arms, Shirt with White Flowers, Bright Green Chest print, Blue Sleeves Pattern, Bright Green Arms, Lime Hands",60,Plastic
92208,Large Figure Helmet,41,Plastic
53454,"Weapon Axe Head, Clip-on (Viking) [Thick Clip]",73,Plastic
92220,"Large Figure Weapon Claw, with Clip",41,Plastic
15429,"Animal Body Part, Cat Tail",75,Plastic
14045,Headwear Accessory Ear Protectors / Headphones,72,Plastic
4498,Minifig Neckwear Weapon Arrow Quiver,71,Plastic
712,Plate Round Corner Left 4 x 8 4 x 8 Left,21,Plastic
85947,"Minifig Head Special, Alien (Squidman) [Plain]",59,Plastic
24151,"Vehicle Base 4 x 4 x 1 1/3 with Wheel Arches, 2 x 2 Recessed Center and Hole",36,Plastic
973p1c,"Minifig Torso with Red Dungarees Print coveralls, overalls, pocket",60,Plastic
29,"Window 1 x 1 x 2, Short Lip [no Glass]",16,Plastic
28192,Slope 45° 2 x 1 with 2/3 Inverted Cutout and no stud,3,Plastic
841,Homemaker Stove / Oven 4 x 4 x 3,7,Plastic
87995,Hair Bubble Style (Afro),65,Plastic
15,Brick 1 x 2 Tapered (Legs Old),61,Plastic
22483,Windscreen 6 x 4 x 1 1/3 Pointed,47,Plastic
2823,Technic Forklift Fork,34,Plastic
27262,Windscreen 6 x 4 x 1 Hexagonal with Handle,47,Plastic
64415,Train Buffer Beam with Plow [No Magnet],39,Plastic
23986,Equipment Teapot,27,Plastic
3842b,Helmet Classic with Thick Chin Guard and Visor Dimples,65,Plastic
18910,Hinge Panel 3 x 4 x 3 Curved,18,Plastic
19159,Technic Pin Double Triangle 1 x 3 with 2 Clips Not Completely Round Pin Holes,53,Plastic
11277,"Large Figure Mask, Surge",41,Plastic
32561c01,Camera USB,45,Plastic
59233,"Wave / Lightning Angular, Double",69,Plastic
31170,Duplo Roofpiece Slope 33 4 x 4 with Awning Overhang with 9 Bottom Tubes,4,Plastic
57587,Brick Round 7 x 7 x 4 Dome Top,20,Plastic
35464,Slope Double 45° 1 x 1,3,Plastic
25111,Weapon Sword / Saber with Curved Blade and Hilt,73,Plastic
11288,"Large Figure Mask, Dragon Bolt",41,Plastic
96481,Headwear Accessory Butterfly with Pin,28,Plastic
30250,Cockpit 7 x 4 x 3,35,Plastic
45803,Technic Beam 3 x 7 L-Shape Double,55,Plastic
96483,Headwear Accessory Flower with 5 Smooth Petals and Pin,76,Plastic
47972,Towball 1 x 3 Triangle with Two Pins,25,Plastic
88695,"Large Figure Barb / Horn, Faceted Spike",41,Plastic
973c03h12,"Torso, Black Arms, Dark Bluish Gray Hands [Plain]",60,Plastic
61976,Bag / Messenger Pouch with Long Strap,27,Plastic
30287,Hood Fur-lined,65,Plastic
55806,"Cable, Connector, 50cm for NXT",45,Plastic
32137,Technic Modular Connector,12,Plastic
23984,Weapon Sword / Cutlass Serrated with Skull Hand Guard,73,Plastic
41668,"Large Figure Foot, with Ball Joint Socket 2 x 3 x 5",41,Plastic
843,Homemaker Stove / Oven Door,7,Plastic
90541,Hat Beanie,65,Plastic
6474,Duplo Brick 2 x 2 Slope 45°,4,Plastic
973pg0,"Minifig Torso with Soccer Shirt ""10"" and ""ZIDANE"" Print",60,Plastic
27328,Flexible Ribbed Hose 8mm Ends 10L,30,Plastic
87613,Aircraft Fuselage Curved Forward 6 x 10 Top,47,Plastic
54779c01,Boat 12 x 51 x 6 with Light Bluish Grey Top [Complete Assembly],35,Plastic
15403,"Launcher, Plate Special 1 x 2 with Mini Blaster",68,Plastic
28782,Windscreen 6 x 6 x 2,47,Plastic
76371,Duplo Brick 1 x 2 x 2 with Bottom Tube,4,Plastic
973c01h03,"Torso, Yellow Arms, Black Hands [Plain]",60,Plastic
92746,Hair Tousled and Layered,65,Plastic
2564,"Boat, Anchor - Single Top Hole",35,Plastic
51725,Duplo Flag Wavy 2 x 5 with Slits,4,Plastic
11301,"Slope, Curved 2 x 8 x 2 Inverted Double",37,Plastic
6059,Panel 3 x 3 x 6 Corner Convex with Curved Top,23,Plastic
20877,Hair Mid-Length Swept Sideways,65,Plastic
3135,Slope Brick 45 2 x 3 x 1 & 1/3 Double Crane,34,Plastic
92747,Shield Ovoid with Grip [Plain],73,Plastic
2571,Panel 3 x 4 x 6 Curved Top,23,Plastic
98281,Slope Curved 6 x 4 x 2/3 Quad Curved with 2 x 2 Studs,37,Plastic
33176,Decoration Ball / Orb / Sphere [Scala Finial],20,Plastic
31007,Primo Brick 1 x 1 x 1 with Four Duplo Studs,4,Plastic
32074c01,"Launcher, Technic Competition Cannon, Round Bottom with Same Color Ends",68,Plastic
87612,Glass for Aircraft Fuselage Curved Forward 6 x 10 Top,47,Plastic
89159,Headwear Accessory Visor [Large with Trapezoid Top],72,Plastic
44665,Wedge Brick Special 4 x 10 x 4 with 3 x 4 Recessed and Pin Holes- Plane Bottom,5,Plastic
55768,Train Front 6 x 14 x 7 2/3,47,Plastic
817c02,"Vehicle Base, Trailer 4 x 8 Bed with White Wheels",36,Plastic
27329,"Large Figure Hand, Mechanical with Pin Hole and 3mm Bar Slot",41,Plastic
30133,Minifig Neckwear Bandana Tied in Front,71,Plastic
30127,Plume / Feathers with Clip,27,Plastic
93061,Arm Skeleton Bent with Clips at 90° [Vertical Grip],60,Plastic
15210,Road Sign Clip-on 2 x 2 Square [Thick Open O Clip],38,Plastic
71966,Helmet - Space with 2 Rear Studs,65,Plastic
453cc01,Window 1 x 4 x 2 Classic with Short Sill [Complete],16,Plastic
842,Homemaker Stove / Oven Shelf 4 x 4,7,Plastic
90540,"Bar 3L with Handle, Stop Ring and Side Stops (Minifig Ski Pole)",32,Plastic
27261,Plate Special 2 x 3 with Rocks,9,Plastic
4289,"Boat, Mast 2 x 2 x 3 Inclined with Stud on Top and Two Sides",35,Plastic
23985,Weapon Sword Hilt with Skull and Bar (Djinn),73,Plastic
87799,Large Figure Chest Badge with 'H' Hero Factory Logo in Spiked Circle,41,Plastic
66956,Slope Curved 2 x 2 with Stud Notches,37,Plastic
93277,Large Figure Head,41,Plastic
30286,"Rock Arctic Globe, Top",33,Plastic
42604,Aircraft Fuselage Angular Top 6 x 8 x 4,47,Plastic
973c22h22,"Torso, Red Arms and Hands [Plain]",60,Plastic
96482,Equipment Comb with Handle and 3 Hearts [Hair Accessory],27,Plastic
35463,"Animal Body Part, Dog Ear, Plate Special 1 x 1",75,Plastic
973c27h01pr0027,"Torso Vest with 4 Buttons, White Shirt Collar Print, White Arms, Yellow Hands",60,Plastic
973psf,Minifig Torso with SW Tunic and Belt Print,60,Plastic
95831,"Plant, Outdoor Accessory Kit, Flower with 6 Rounded Petals and Pin",76,Plastic
25894,Helmet Insect with Antennae and Mandibles (Killer Moth),65,Plastic
96486,"Headwear Accessory Glasses, Heart Shaped with Pin",72,Plastic
57557,"Large Figure Limb Cover, Armor (Barraki Carapar) / Scoop, Claw",41,Plastic
56891,Tyre 37 x 18 R Balloon,29,Rubber
96479,Headwear Accessory Bow with Pin,72,Plastic
11270,Large Figure Head with Handle,41,Plastic
11258,"Hat / Cap, Worker",65,Plastic
73090a,Brick Special 2 x 6 x 2 Weight with Bottom Openings and Center Seams on Ends,5,Plastic
76764,Weapon Sword / Shortsword Elaborate Hilt,73,Plastic
10a,Baseplate 24 x 32 with Rounded Corners,1,Plastic
27259,"Plate, Special 1 x 2 with Large Axe Head",9,Plastic
53533,Technic Beam 2 x 4 Fork with Pin,55,Plastic
22484,Bar 2L with Towball,32,Plastic
2950,Technic Digger Bucket 4 x 4 x 9 with 3 teeth,26,Plastic
87831,"Large Figure Mask, Rotor",41,Plastic
55963,"Sensor, Sound, NXT",45,Plastic
98722,Minifig Neckwear Wings Batman [Solid Studs],71,Plastic
4448,Glass for Window 4 x 4 x 3 Roof,16,Plastic
85983,"Fairing, Motorcycle, Vintage",36,Plastic
87414,Tyre 15 x 6 Offset Tread Small with Band around Center,29,Rubber
41533,Brick Special 2 x 2 x 2 with Rotation Joint Socket and Rear Pin Hole,5,Plastic
6075,Sports Surfboard [Long],27,Plastic
973c27h03,"Torso, White Arms, Black Hands [Plain]",60,Plastic
31002,Primo Brick 1 x 3,4,Plastic
4844,"Boat, Mast Section Base 4 x 4 x 9",35,Plastic
3087a,"Window 1 x 1 x 1 Classic with Long Sill and Solid Stud, No Glass",16,Plastic
6510,"Duplo Plant, Flower with 1 Top Stud",4,Plastic
91049,Sports Barbell Weight,27,Plastic
28779,Tail 4 x 1 with Pin Hole,35,Plastic
55976,Tyre 56 x 26 Balloon,29,Rubber
2951,Technic Digger Bucket 8 x 10,26,Plastic
28802,"Bracket 1 x 2 - 1 x 4 [Rounded Corners at Bottom, Square Corners at Top]",9,Plastic
815c02,"Train Level Crossing Gate Type 1, Assembly with Blue Base & Red Handle (Left)",36,Plastic
997c01,"Boat Hull Section, Bow 6 x 8 x 3 1/3 with Light Gray Deck",35,Plastic
6128,"Animal / Creature Body Part, Dinosaur / Dragon Arm, Left",75,Plastic
4616ac01,"Fabuland Airplane Motor / Engine Block, Small Pin Hole (Complete Assembly with Pin and Yellow Propeller)",35,Plastic
58842,"Projectile, Weapon Foam Dart with Black Tip",68,Foam
67440,Slope Inverted 60° 1 x 4 x 3,3,Plastic
51858,Crane Basket 2 x 3 x 2 with Locking Hinge Fingers,34,Plastic
96485,Headwear Accessory Heart with Pin,72,Plastic
95832,"Plant, Outdoor Accessory Kit, Flower with 7 Thin Petals and Pin",76,Plastic
31148,Primo Brick 2 x 2,4,Plastic
87577,"Motor, 9V, Gear Reduction Ratio 9.5:1, Power Functions [Complete Assembly]",45,Plastic
66789,Plate Round Corners 6 x 6 x 2/3 Circle with Reduced Knobs,21,Plastic
4729,"Brick Special 2 x 2 No Studs, Top Pin",5,Plastic
11267,Slide Curved 180°,5,Plastic
40996,Brick Curved 1 x 4 with Sloped Ends and Two Top Studs,37,Plastic
73090b,Brick Special 2 x 6 x 2 Weight with Sealed Bottom and Dimples on Ends,5,Plastic
4715,Equipment Stretcher Wheels,27,Plastic
24586,Helmet with Cheek Protection and 2 Snakes with Fangs (Ninjago),65,Plastic
27266,Brick Round 2 x 2 Special with Spikes,20,Plastic
44567b,"Hinge Plate 1 x 2 Locking with 1 Finger on Side, without Groove",18,Plastic
43086,Sports Arena Section / Snowboard Ramp Corner,37,Plastic
33207,"Animal, Rabbit, Standing [Plain]",28,Plastic
10b,Baseplate 24 x 32 with Squared Corners,1,Plastic
98133,Wrap with Forehead Ridge,65,Plastic
6567c03,Windscreen 2 x 6 x 2 Train with Trans-Light Blue Glass,47,Plastic
4503,Helmet with Fixed Grill and Plume Hole (Castle),65,Plastic
22487,"Launcher, Weapon Gun / Blaster / Shooter",68,Plastic
87991,Hair Tousled with Side Part,65,Plastic
23799,Tyre 81.6 x 44 ZR Technic Straight Tread,29,Rubber
2614,"Equipment Fishing Rod 12L, Vertical Line Hole",27,Plastic
30083,Windscreen 6 x 6 x 3 Canopy Half Sphere with Hinge [Plain],47,Plastic
32079,Technic Beam 1 x 9 Offset Crossover,55,Plastic
21987,"Large Figure Weapon, Lightsaber Blade 16L with Axle Hole",41,Plastic
72475,"Windscreen 3 x 4 x 4 Inverted, Rounded Top Inside Edges, Cut-Out Bottom Inside Edges",47,Plastic
98721,Weapon Batarang,73,Plastic
87601,Door 1 x 5 x 8.5 Stockade,16,Plastic
92218,"Large Figure Weapon Blade, Long Flexible",41,Rubber
3087c,"Window 1 x 1 x 1 Classic with Short Sill, No Glass",16,Plastic
32086,Windscreen 8 x 6 x 3 Wedge,47,Plastic
4463,Windowscreen 1 x 4 x 5 Curved Top,47,Plastic
31000,Primo Brick 1 x 1,4,Plastic
17979,Flag 5 x 6 Hexagonal with U Clips,38,Plastic
28551,Hair Bushy Swept Back (The Joker),65,Plastic
16497,Hat / Cap Imperial Officer [Plain],65,Plastic
3898,"Hat, Chef / Baker",65,Plastic
4891,Duplo Drawer 2 x 2 with Pull Handle,4,Plastic
2210,Duplo Building 6 x 8 x 6 Drive Through with Door and Window Openings,4,Plastic
35299,Windscreen 3 x 6 x 1 Curved with Rectangular Stud Holder in Bottom,47,Plastic
30492,Sports Field Section 8 x 8,1,Plastic
54100,Boat Hull 51 x 12 x 6,35,Plastic
48267,Technic Tooth 1 x 3 with Axle Hole [Hollow Underside],26,Plastic
65487,Technic Pin Connector Hub with 1 Pin with Friction Ridges Lengthwise [Centered Friction Ridge],12,Plastic
14518,"Animal Body Part, Shark Body with Three Gill Slits",75,Plastic
3049d,Slope 45° 2 x 1 Double / Inverted with Bottom Stud Holder,3,Plastic
14295,"Hipwear Skirt, Tattered Uneven Fringe",70,Cloth
31001,Primo Brick 1 x 2,4,Plastic
23405,Panel 1 x 6 x 5 [Vertical Corrugated],23,Plastic
21560,"Large Figure Shoulder Cover, Armor, Round, Smooth [Plain]",41,Plastic
3087b,"Window 1 x 1 x 1 Classic with Long Sill, No Glass",16,Plastic
15362,Large Figure Limb Cover / Claw / Spike Large with Axle,41,Plastic
90397,Sports Surfboard Standard,27,Plastic
87827,"Large Figure Weapon Claw, Corroder",41,Plastic
32078,Tyre 70 x 28 Futuristic,29,Rubber
71155,Net 10 x 10 Square,31,Plastic
30109,"Belville, Equipment, Basket 2 x 4 x 2 without Handle",42,Plastic
54276,"Legs Mechanical, Bionicle",61,Plastic
87990,Hair Ponytail and Swept Sideways Fringe,65,Plastic
87748,Ring with Centre Triangle with Gold Bands [Plain],27,Plastic
23983,"Minifig Neckwear Armor Shoulder Pad Single with Scabbard for 2 Katanas, 3 Lines",71,Plastic
815c01,"Train Level Crossing Gate Type 1, Assembly with Blue Base & Red Handle (Right)",36,Plastic
20252,"Large Figure Weapon Claw, Bent and Notched with Clip",41,Plastic
997c02,"Boat Hull Section, Bow 6 x 8 x 3 1/3 with White Deck",35,Plastic
33212,"Wheel Wagon Giant (56mm D., 7 studs Dia.)",29,Plastic
4714,Equipment Stretcher,27,Plastic
4072,"Fabuland, Door 1 x 6 x 7 with Round pane in 4 sections",42,Plastic
75904,Tool Hammer / Sledgehammer,73,Plastic
89201,"Tyre 24 x 14 Shallow Tread (Tread Small Hub), Band Around Center of Tread",29,Rubber
10178,Rock 1 x 2 Crystal Stepped,33,Plastic
96490,"Headwear Accessory Glasses, Oval Shaped with Pin",72,Plastic
10187,Weapon Bladed Claw Spread,73,Plastic
96484,Equipment Hair Dryer [Hair Accessory],27,Plastic
2454b,Brick 1 x 2 x 5 with Hollow Studs,11,Plastic
973c03h01,"Torso, Black Arms, Yellow Hands [Plain]",60,Plastic
33009,Book 2 x 3 [Plain],27,Plastic
31622,Duplo Technic Gear 24 Tooth Crown,4,Plastic
97783,Equipment Dish / Plate Round [Kitchen Implements Kit],27,Plastic
96489,Headwear Accessory Star with Pin,72,Plastic
30528,Brick Arch 1 x 8 x 6 with Pin Holes (Portal),37,Plastic
4719,Bicycle Frame [Solid Stud],36,Plastic
973ph5,Minifig Torso HP with Jacket and Light Grey Sweater Print,60,Plastic
27256,"Wave / Lightning Angular, Single",69,Plastic
13695,"Animal Body Part, Skull, Cattle",75,Plastic
973p1k,Minifig Torso with TV Logo Print,60,Plastic
87751,Propeller 7 Blade 6 Diameter,35,Plastic
30925,"Spoiler, Plate Special 1 x 2",36,Plastic
87745,Technic Pin Connector Round Curved with Fin and Hole,12,Plastic
55978,Tyre 37 x 22 ZR,29,Rubber
4335,"Fabuland, Musical Instrument Accordion",42,Plastic
18663,Minifig Stand Flexible (Super Jumper),27,Plastic
6085,Cockpit 5 x 8 x 3 (Windscreen Bottom),47,Plastic
29119,Slope Curved 2 x 1 with Stud Notch Right,37,Plastic
45982,Tyre 81.6 x 38 R Balloon,29,Rubber
12602,"Duplo Fence Railing 1 x 6, with 6 Posts",4,Plastic
90615,"Large Figure Skeletal, Limb with Ball Joint, and Ball Socket and Two Holes",41,Plastic
3664,Duplo Brick 2 x 2 x 2 Curved Top,4,Plastic
18306,"Animal / Creature Accessory, Saddle [Two Open O Clips]",74,Plastic
85557,"Train Wheel RC Train, Spoked with Technic Axle Hole and Counterweight, 37 mm diameter [Flanged Driver]",29,Plastic
33183,"Plant, Carrot Top",76,Plastic
2977c01,"Sensor, Rotation",45,Plastic
3135c03,Slope Brick 45° 2 x 3 x 1 & 1/3 Double with Arm and Blue Hook,34,Plastic
76385,Hinge Brick 1 x 2 Locking with Single Finger On Top,18,Plastic
64781,Technic Gear Rack 1 x 13 with Axle and Pin Holes,52,Plastic
6090,Headwear Accessory Visor / Divers Mask (Underwater),72,Plastic
6084,Windscreen 8 x 3 1/2 x 4 1/6 Half Octagon Aquanaut Sub Top,47,Plastic
23186,Hair Swept Left Tousled [Plain],65,Plastic
6251,"Animal, Cat, Kitten Crouching [Plain]",28,Plastic
92201,"Large Figure Chest Cover, Armour with Trapezoid Shoulders",41,Plastic
18892,"Brick Special 2 x 4 with Wheels Holder, Single Slit with 2 x 2 Recessed and Hole",36,Plastic
6523,Duplo Technic Axle 5L with Paddle Wheel Gear 8 Tooth,4,Plastic
4452,Box 6 x 6 Bottom,7,Plastic
30139,Barrel 4 x 4 x 3.5,7,Plastic
15391,"Launcher, Weapon Gun / Blaster / Shooter Mini",68,Plastic
787c02,"Fabuland, Roof Support with Green Roof Slope without Chimney Hole",42,Plastic
95354,"Boat, Anchor - Two Top Holes",35,Plastic
4254,Technic Shock Absorber 6.5L Piston Rod,25,Plastic
27257,Weapon Pike / Spear Tip with Bar,73,Plastic
11097,"Minifig Neckwear Armour Shoulder Pads with 1 Stud on Front, 2 Studs on Back",71,Plastic
24010,"Large Figure Skeletal, Torso with Beam and 4 Ball Joints",41,Plastic
68568,Plate Round Corner 3 x 3 with 2 x 2 Round Cutout,21,Plastic
58124,"Plate Special, 2 x 2 Power Functions Wire Connector [Undetermined Bottom Type]",45,Plastic
41879a,Legs Short,61,Plastic
11256,Hair Short Wavy with Side Part,65,Plastic
66790,Plate Round Corners 8 x 8 x 2/3 Circle with Reduced Knobs,21,Plastic
6127,"Animal / Creature Body Part, Dinosaur / Dragon Arm, Right",75,Plastic
87585,Equipment Oar / Paddle [Reinforced],27,Plastic
48492,"Animal / Creature Accessory, Horse Battle Helmet [Angular, Front Clip]",74,Plastic
31623,Duplo Technic Axle 8L with Paddle Wheel Gear,4,Plastic
11295,Aircraft Fuselage Curved Forward 6 x 8 Bottom,47,Plastic
97782,Equipment Cutlery - Knife [Kitchen Implements Kit],27,Plastic
24204,"Plant / Animal Body Part, Tree / Branch / Tail / Appendage Bladed with Pin",76,Plastic
67329,Brick Special 1 x 2 x 1 2/3 with 8 Studs on 3 Sides,5,Plastic
11297,Glass for Aircraft Fuselage Curved Forward 6 x 8 Top,47,Plastic
95829,"Plant, Outdoor Accessory Kit, Flower Rose with Pin",76,Plastic
66792,Plate Round Corners 4 x 4 x 2/3 Circle with Reduced Knobs,21,Plastic
64807,"Hair Short with Braid around Sides, Hole On Top",65,Plastic
18927,"Hat Rag Wrap / Bandana, Rounded Top",65,Plastic
645,Window 1 x 6 x 2,16,Plastic
27255,Plate Special 6 x 6 Hexagonal with Pin Hole,9,Plastic
2924b,Train Front with 1 x 4 x 2 Cutout,47,Plastic
2627,"Boat Hull Section, Bow Top 6 x 6 x 1",35,Plastic
93069,"Minifig Neckwear Beard, Fancy",71,Plastic
4524,Minifig Neckwear Cape [Plastic],71,Plastic
3443c02,"Battery Box, Train Car with Black Base, Red Wheels and Magnets",45,Plastic
45407,"Engine Block 4 x 6 x 2 with Wedged Center, Recessed Edges and Pin Holes",36,Plastic
4760c01,"Battery Box, 9V Small [Complete Assembly]",45,Plastic
40386,"Animal Body Part, Dinosaur / Whale Flipper with Pin",75,Plastic
6253,Belville Umbrella Stand with Square Base,32,Plastic
44137,"Large Figure Skeletal, Torso, Back, Beam 4 x 4 x 2 (Matoran)",41,Plastic
15350,Helmet Hero Factory (Surge),65,Plastic
6053c02,Boat Hull Small Stern 14 x 12 x 5 1/3 with Blue Top [Complete Assembly],35,Plastic
6086,"Animal, Octopus [Plain]",28,Plastic
90616,"Large Figure Skeletal, Limb with Ball Joint, and Ball Socket and Hole",41,Plastic
3135c01,Slope Brick 45° 2 x 3 x 1 & 1/3 Double with Arm and Black Hook,34,Plastic
51704,Duplo Brick 2 x 10 x 2 Arch,4,Plastic
6079,Fence 1 x 8 x 2 2/3,32,Plastic
98262,"Plant, Flower 2 x 2 - Round [Solid Stud]",76,Plastic
26599,Plate Special 2 x 4 with 2 Pin Holes,9,Plastic
37494,"Bar, Parallel Angled with 2 Connecting Bars (Train Hinge)",32,Plastic
2977c02,"Sensor, Rotation, Blue Connector, Fixed Cable 104L",45,Plastic
4121,Duplo Plate 2 x 4 x 1/3 with 4 Center Studs [Thin],4,Plastic
15345,Helmet Hero Factory (Stormer),65,Plastic
40378,"Animal Body Part / Plant, Tail / Neck / Branch / Trunk, Middle Section with Pin, Round Pin Hole",75,Plastic
44136,"Large Figure Skeletal, Torso, Chest (Rahkshi)",41,Plastic
6252,"Belville, Equipment, Umbrella Top with Rounded Bottom Flaps",42,Plastic
15392,"Launcher Trigger, Weapon Gun Trigger",68,Plastic
3087cc01,Window 1 x 1 x 1 Classic with Short Sill [Complete],16,Plastic
85959,Wave / Flame Rounded Large [Plain],69,Plastic
87814,"Large Figure Mask, Surge",41,Plastic
95343,Bucket 1 x 1 x 1,7,Plastic
98129,Headwear Accessory Visor / Chin Guard,72,Plastic
24308a,Wheel Cover 10 Spoke (2 Spokes each parallel) - for Wheel 18976,29,Plastic
973ph7,Minifig Torso HP with Grey Sweater and Light Nougat Neck Print,60,Plastic
650,"Hinge Coupling, Two Connected 2 x 2 Plates [Nylon]",18,Plastic
65067,"Pod, Arcade Machine",7,Plastic
30072,Brick 12 x 24,11,Plastic
24588,"Minifig Neckwear Armour Breastplate with Round Collar, Chain Mail, Shoulder Pads with Snake Heads and 1 Stud on Back",71,Plastic
6124,Equipment Magic Wand,27,Plastic
97781,Equipment Cutlery - Fork [Kitchen Implements Kit],27,Plastic
2426c01,Technic Rack Winder [Complete Assembly],26,Plastic
97791,Equipment Measuring Jug [Kitchen Implements Kit],27,Plastic
97785,Equipment Dish Rectangular [Kitchen Implements Kit],27,Plastic
4092,Tile Special 6 x 4 with Beveled Edges and 7mm Pin (Train Bogie Plate),15,Plastic
15976,"Large Figure Foot, with Ball Socket 3 x 5 x 2",41,Plastic
54094,Tail 14 x 2 x 8,35,Plastic
4086,"Fabuland, Car Roof, Fixed Curve",42,Plastic
98313,Arm Mechanical with Clip [Thick Support],60,Plastic
2408,Panel 10 x 6 x 11,23,Plastic
2500c01,Light Brick 1 x 8 [3 Prisms],45,Plastic
50231,"Neckwear Cape, Standard [Traditional Starched Fabric]",71,Cloth
56898,Tyre 43.2 x 14 Offset Tread,29,Rubber
3137c01,Brick Special 2 x 2 [Red Wheels for Single Tyre],29,Plastic
4284,Windscreen 2 x 4 x 2 Inverted,47,Plastic
95347,"Support 2 x 2 x 10 Girder Triangular Vertical - Type 4 - 3 Posts, 3 Sections",34,Plastic
6051c02,"Boat Hull Section, Small Bow 12 x 12 x 5 1/3 with Blue Top [Complete Assembly]",35,Plastic
6478,Duplo Chair with 4 Studs and Squared Back,4,Plastic
4535,Cupboard 2 x 3 x 4 Door,7,Plastic
98139,Weapon Sai,73,Plastic
4253,Duplo Door / Window Frame Flat Front Surface,4,Plastic
15209,Tile Special 1 x 2 with Two Vertical Teeth / Tooth,15,Plastic
973p27,Torso Highway Print,60,Plastic
21755,Large Figure Weapon Lightsaber Hilt Half 2L with Axle Hole,41,Plastic
30658,"Turntable 4 x 4 Top, Locking",18,Plastic
787c05,"Fabuland, Roof Support with Gray Roof Slope without Chimney Hole",42,Plastic
4613c01,Fabuland Airplane Base 10 x 4 with Light Gray Wheels,35,Plastic
266bc01,Light Brick 2 x 2 Type 2 12V with Clear Diffusor,45,Plastic
32932,Fence 1 x 4 x 2 Ornamental Asian Lattice Square with 4 Studs,32,Plastic
15355,"Large Figure Creature, Jumper Top",41,Plastic
15341,Hero Factory Minifigure Arm [2 Clips at 90°],60,Plastic
48287,Quatro Brick 1 x 2,4,Plastic
250,Duplo Brick 2 x 6 x 2 Double Concave,4,Plastic
90613,"Large Figure Skeletal, Limb with 2 Ball Joints, Ball Socket and Four Holes",41,Plastic
90607,"Large Figure Skeletal, Limb with Ball Joint on Axle and Ball Socket",41,Plastic
28598,Cone 2 x 2 x 3 Jagged,20,Plastic
3139,Tyre 14 x 4 Smooth Small Single,29,Rubber
48245,Bucket with Handle Holes and 5 Bottom Holes - Center Bottom Stud Holder,7,Plastic
